District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Long Bien,21.0359662,105.9021921,Angelina - Italian Restaurant & Lounge,21.025802,105.856388,Lounge
Long Bien,21.0359662,105.9021921,Cộng Càphê 54 Hàng Điếu (Hàng Nón),21.03261866,105.8468432,Café
Long Bien,21.0359662,105.9021921,Highlands Coffee Aeon Mall,21.02669268,105.8996361,Café
Long Bien,21.0359662,105.9021921,King Roti,21.03242085,105.8506454,Bakery
Long Bien,21.0359662,105.9021921,An Cafe,21.02981,105.84776,Café
Long Bien,21.0359662,105.9021921,VietClimb,21.05580725,105.8413735,Climbing Gym
Long Bien,21.0359662,105.9021921,Văn Miếu Quốc Tử Giám (Temple of Literature) (Văn Miếu Quốc Tử Giám),21.02870741,105.8360046,Confucian Temple
Long Bien,21.0359662,105.9021921,Phở Sướng,21.033548,105.852135,Noodle Restaurant
Long Bien,21.0359662,105.9021921,McDonald's,21.02539134,105.8531895,Fast Food Restaurant
Long Bien,21.0359662,105.9021921,Đền Ngọc Sơn,21.03055064,105.8524582,Temple
Long Bien,21.0359662,105.9021921,O'Gallery Premier Hotel & Spa,21.02967485,105.8458894,Hotel
Long Bien,21.0359662,105.9021921,Nhà Hát Lớn Hà Nội (Hanoi Opera House),21.0242343,105.8572761,Opera House
Long Bien,21.0359662,105.9021921,Rắn Thế Hùng(Snake Meat Restaurant),21.055137,105.899707,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Yakushi Center for Holistic Health,21.0614743,105.8319556,Massage Clinic
Long Bien,21.0359662,105.9021921,Cau Go Restaurant,21.031994,105.85189,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Vintage 1976,21.02596506,105.8537216,Café
Long Bien,21.0359662,105.9021921,Kem Tràng Tiền,21.02505482,105.8547373,Ice Cream Parlor
Long Bien,21.0359662,105.9021921,Quan An Ngon 18 Phan Boi Chau,21.02640465,105.8434518,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Bún Chả Đắc Kim,21.03224144,105.84814,Noodle Restaurant
Long Bien,21.0359662,105.9021921,InterContinental Hanoi Westlake,21.058378,105.83178,Hotel
Long Bien,21.0359662,105.9021921,The Fat Pig (Con Heo Béo),21.06053486,105.82731,BBQ Joint
Long Bien,21.0359662,105.9021921,Sunkat’s Burgers,21.055584,105.835629,Burger Joint
Long Bien,21.0359662,105.9021921,Noodle and Roll,21.02970041,105.8491419,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Chùa Trấn Quốc,21.04791766,105.8370998,Buddhist Temple
Long Bien,21.0359662,105.9021921,Nhất Ly,21.01045729,105.825109,Hotpot Restaurant
Long Bien,21.0359662,105.9021921,Acid8 Coffee 34 Hạ Hồi,21.02102,105.846855,Coffee Shop
Long Bien,21.0359662,105.9021921,Pepe la Poule,21.05567703,105.8212862,French Restaurant
Long Bien,21.0359662,105.9021921,Phở Cuốn 31,21.04598598,105.8409496,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Công Viên Thống Nhất (Reunification Park),21.015848,105.8440663,Park
Long Bien,21.0359662,105.9021921,Lục Thuỷ,21.02899125,105.8512341,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Marvellous Hotel & Spa,21.03134026,105.8471058,Hotel
Long Bien,21.0359662,105.9021921,Pizza 4Ps Lotte Hanoi,21.032145,105.813378,Pizzeria
Long Bien,21.0359662,105.9021921,Pizza 4P,21.034181,105.812777,Pizzeria
Long Bien,21.0359662,105.9021921,Đền Quán Thánh,21.04302366,105.8363946,Temple
Long Bien,21.0359662,105.9021921,Anita's Cantina,21.065331,105.8223,Mexican Restaurant
Long Bien,21.0359662,105.9021921,JM Marvel Hotel & Spa,21.03103033,105.8466951,Hotel
Long Bien,21.0359662,105.9021921,Hòa Bình Green City,20.99985352,105.87049,Psychic and Astrologer
Long Bien,21.0359662,105.9021921,Cộng Càphê,21.03350388,105.8381893,Coffee Shop
Long Bien,21.0359662,105.9021921,Làng Cổ Bát Tràng,20.97571975,105.9124154,Village
Long Bien,21.0359662,105.9021921,Thịt Xiên Rau Câu Phương Mai,21.00296509,105.8350584,BBQ Joint
Long Bien,21.0359662,105.9021921,Starbucks,21.06673531,105.8263386,Coffee Shop
Long Bien,21.0359662,105.9021921,Lotte Hotel Hanoi,21.03224132,105.8128173,Hotel
Long Bien,21.0359662,105.9021921,Sheraton Hanoi Hotel,21.05989464,105.8316567,Hotel
Long Bien,21.0359662,105.9021921,BHD Star Cineplex Vincom Phạm Ngọc Thạch,21.00654079,105.8319923,Movie Theater
Long Bien,21.0359662,105.9021921,King BBQ,20.99488838,105.868523,BBQ Joint
Long Bien,21.0359662,105.9021921,Sky Walk Lotte Centre,21.03213124,105.8124281,Scenic Lookout
Long Bien,21.0359662,105.9021921,Công Viên Yên Sở (Yen So Public Park),20.96074691,105.8576619,Park
Long Bien,21.0359662,105.9021921,Starbucks Coffee Vincom Center Phạm Ngọc Thạch,21.00639362,105.8316375,Coffee Shop
Long Bien,21.0359662,105.9021921,Joma Bakery Café,21.03446908,105.8141427,Café
Long Bien,21.0359662,105.9021921,Book Café,21.00661717,105.8457521,Coffee Shop
Long Bien,21.0359662,105.9021921,Chợ Bát Tràng,20.97493208,105.9119276,Market
Long Bien,21.0359662,105.9021921,Nhà hàng Nguyễn Văn Dực,21.05682135,105.8996476,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Hue Restaurant,21.03295852,105.8085001,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Quán Nướng Cây Sung 45 Ngõ 24 Kim Đồng,20.98183148,105.8439115,BBQ Joint
Long Bien,21.0359662,105.9021921,Hương Sen II,21.00846096,105.8189818,Spa
Long Bien,21.0359662,105.9021921,Starbucks Times City,20.993705,105.867424,Coffee Shop
Long Bien,21.0359662,105.9021921,CGV Cinemas MIPEC Tower,21.00539439,105.8239404,Movie Theater
Long Bien,21.0359662,105.9021921,Cowboy Jack's,21.00584398,105.8232076,Pizzeria
Long Bien,21.0359662,105.9021921,VinMart Royal City,21.0031414,105.816424,Market
Long Bien,21.0359662,105.9021921,Bảo Tàng Phòng Không Không Quân (Air Force Museum),21.0004478,105.8292067,History Museum
Long Bien,21.0359662,105.9021921,GoGi House,21.00127928,105.8165284,Korean Restaurant
Long Bien,21.0359662,105.9021921,Pizza Hut,20.99629035,105.8696986,Pizzeria
Long Bien,21.0359662,105.9021921,Công viên Mùa Hạ Ecopark,20.97168341,105.9291136,Bike Trail
Long Bien,21.0359662,105.9021921,Royal City Square,21.00325312,105.8153302,Pedestrian Plaza
Long Bien,21.0359662,105.9021921,Ngon Phố Aeon Mall,21.0267511,105.899854,Food Court
Long Bien,21.0359662,105.9021921,Starbucks,21.00297186,105.8147818,Coffee Shop
Long Bien,21.0359662,105.9021921,CGV Cinemas Vincom Royal City,21.00260067,105.815508,Movie Theater
Long Bien,21.0359662,105.9021921,The Pizza Company,21.00355755,105.8147782,Pizzeria
Long Bien,21.0359662,105.9021921,Bún ốc bà Lương,21.00244068,105.8240873,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,B59 Coffee,20.99932664,105.818535,Coffee Shop
Long Bien,21.0359662,105.9021921,Parkland Coffee,20.98682738,105.8323518,Coffee Shop
Long Bien,21.0359662,105.9021921,Vincom Center Long Biên,21.05049981,105.9162758,Shopping Mall
Long Bien,21.0359662,105.9021921,Phở Lẩu Thanh Hà 236-238 Lạc Trung,21.00294772,105.8668719,Vintage and Thrift Store
Long Bien,21.0359662,105.9021921,Baskin-Robbins,21.00331103,105.8137823,Ice Cream Parlor
Long Bien,21.0359662,105.9021921,Urban Station Coffee,21.006741,105.831715,Café
Long Bien,21.0359662,105.9021921,Quốc Phương Trại,21.05394101,105.8944899,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Maxx Cafe,21.00237046,105.8447771,Café
Long Bien,21.0359662,105.9021921,Al Fresco's Times City,20.99632132,105.8690873,Australian Restaurant
Long Bien,21.0359662,105.9021921,Cơm Tấm Sài Gòn,21.00119657,105.8495937,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Bánh Mì Chảo Thái Thịnh,21.00715918,105.8211843,Sandwich Spot
Long Bien,21.0359662,105.9021921,Unimart,21.0075611,105.8331391,Supermarket
Long Bien,21.0359662,105.9021921,Royal City - Thành Phố Hoàng Gia,21.00260067,105.815508,Shopping Mall
Long Bien,21.0359662,105.9021921,Paris Baguette,21.0036186,105.8153302,Bakery
Long Bien,21.0359662,105.9021921,Nhắng Nướng,21.00784898,105.8452947,BBQ Joint
Long Bien,21.0359662,105.9021921,Sio Sushi,20.99760175,105.8459704,Sushi Restaurant
Long Bien,21.0359662,105.9021921,CGV Cinemas ARTEMIS,21.00004066,105.828922,Movie Theater
Long Bien,21.0359662,105.9021921,Hải Xồm,20.99814003,105.8283771,Beer Garden
Long Bien,21.0359662,105.9021921,Cafe Chồn 109 Lương Định Của,21.0043203,105.8358161,Coffee Shop
Long Bien,21.0359662,105.9021921,Metro,20.9693531,105.8665954,Grocery Store
Long Bien,21.0359662,105.9021921,KFC,21.04676094,105.8780833,Fast Food Restaurant
Long Bien,21.0359662,105.9021921,Xoan CF 5 ngõ 411 Trường Chinh,21.00267972,105.8203754,Coffee Shop
Long Bien,21.0359662,105.9021921,Hưng Ốc,21.00783169,105.8341699,Seafood Restaurant
Long Bien,21.0359662,105.9021921,Ngọc Linh quán,21.05847,105.907659,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Highlands Coffee Times City,20.99656339,105.8682434,Café
Long Bien,21.0359662,105.9021921,Chao Cafe,21.00993865,105.8230413,Coffee Shop
Long Bien,21.0359662,105.9021921,AHA Cafe Võ Thị Sáu,21.00356642,105.8550356,Coffee Shop
Long Bien,21.0359662,105.9021921,Đền Lý Bát Đế (Đền Đô),21.1070815,105.9597604,Temple
Long Bien,21.0359662,105.9021921,Twitter Beans,21.00544111,105.8231783,Coffee Shop
Long Bien,21.0359662,105.9021921,KFC Định Công,20.98417996,105.8333198,Fast Food Restaurant
Long Bien,21.0359662,105.9021921,Chợ kiêu kị,20.98314855,105.9598753,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,Cộng Càphê 08 Thái Hà,21.00996713,105.8231352,Coffee Shop
Long Bien,21.0359662,105.9021921,Lẩu Thái MQ Lotte 229 Tây Sơn,21.00552,105.823414,Hotpot Restaurant
Long Bien,21.0359662,105.9021921,Cafe Huy,21.00675879,105.8184632,Café
Long Bien,21.0359662,105.9021921,Forest Deer CF Nguyễn Văn Tuyết,21.008432,105.821043,Bulgarian Restaurant
Long Bien,21.0359662,105.9021921,Paris Gâteaux,21.00349378,105.844674,Bakery
Long Bien,21.0359662,105.9021921,Vincom Phạm Ngọc Thạch,21.00635554,105.8318271,Shopping Mall
Long Bien,21.0359662,105.9021921,Swensen's Lotteria Tây Sơn,21.00542526,105.8235304,Ice Cream Parlor
Long Bien,21.0359662,105.9021921,Ao Quán,21.00513698,105.8336309,Vietnamese Restaurant
Long Bien,21.0359662,105.9021921,KFC,21.00665755,105.8230791,Fast Food Restaurant
Long Bien,21.0359662,105.9021921,KFC,21.01105088,105.8112091,Fast Food Restaurant
Long Bien,21.0359662,105.9021921,Quán cá Lý Sơn,20.979893,105.881284,Seafood Restaurant
Long Bien,21.0359662,105.9021921,Tous Les Jours,21.00243992,105.8157416,Bakery
Long Bien,21.0359662,105.9021921,Dừa Xiêm Dốc Lã,21.094305,105.926174,Supplement Store
Long Bien,21.0359662,105.9021921,Parkson Food Court,21.00936602,105.8241544,Food Court
Long Bien,21.0359662,105.9021921,Khu Vườn Tùng,20.97068508,105.9269108,Park
Long Bien,21.0359662,105.9021921,Thai Express,21.00358039,105.8162074,Thai Restaurant
Long Bien,21.0359662,105.9021921,Lotte Mart Tây Sơn,21.00541892,105.8235191,Supermarket
Long Bien,21.0359662,105.9021921,Royal Buffet,21.00250219,105.8153302,Buffet
Me Linh,21.18078845,105.707257,Song Hong Business Lounge,21.21811058,105.7931697,Airport Lounge
Me Linh,21.18078845,105.707257,Vietnam Airlines Business Class Lounge,21.21803375,105.7935768,Airport Lounge
Me Linh,21.18078845,105.707257,NIA Business Lounge,21.21853907,105.7915977,Airport Lounge
Me Linh,21.18078845,105.707257,Duty Free - Liquor/Tobacco @ Departure,21.21756028,105.7922689,Liquor Store
Me Linh,21.18078845,105.707257,ほたる食堂 Quan com HOTARU,21.12388905,105.778772,Japanese Restaurant
Me Linh,21.18078845,105.707257,Mê Linh Plaza,21.18686512,105.7816805,Shopping Mall
Me Linh,21.18078845,105.707257,Lucky Restaurant,21.21808783,105.7924227,Vietnamese Restaurant
Me Linh,21.18078845,105.707257,Airport View Hotel,21.21945902,105.7822363,Hotel
Me Linh,21.18078845,105.707257,Popeyes Louisiana Kitchen,21.21763492,105.7943543,Fried Chicken Joint
Me Linh,21.18078845,105.707257,Big C,21.18665799,105.7805399,Supermarket
Me Linh,21.18078845,105.707257,Phuong Dong Hotel,21.21997259,105.7817436,Hotel
Me Linh,21.18078845,105.707257,Two Tigers,21.21878358,105.790392,Vietnamese Restaurant
Me Linh,21.18078845,105.707257,Piaggio Factory,21.25910223,105.6684233,Motorcycle Dealership
Me Linh,21.18078845,105.707257,Lẩu Cua Sông H2T,21.11144639,105.7636544,Hotpot Restaurant
Me Linh,21.18078845,105.707257,Arrival hall,21.21739231,105.792251,Airport Terminal
Me Linh,21.18078845,105.707257,banh mi kep,21.21771522,105.7923767,Sandwich Spot
Me Linh,21.18078845,105.707257,MATSURI,21.123813,105.778616,Noodle Restaurant
Me Linh,21.18078845,105.707257,Highlands Coffee,21.21806285,105.7924677,Coffee Shop
My Duc,20.6973826,105.7157754,Chùa Thiên Trù,20.61815477,105.7465986,Temple
My Duc,20.6973826,105.7157754,Vịt cỏ Vân Đình,20.72863562,105.7717473,Vietnamese Restaurant
My Duc,20.6973826,105.7157754,Mai Lâm Cơm Phở,20.61850548,105.7474066,Vietnamese Restaurant
My Duc,20.6973826,105.7157754,Bến Trong,20.61913914,105.750891,Boat or Ferry
My Duc,20.6973826,105.7157754,Cáp Treo,20.61501019,105.7379738,Cable Car
My Duc,20.6973826,105.7157754,Động Hương Tích,20.61391665,105.7432918,Buddhist Temple
Nam Tu Liem,21.0173512,105.7613329,JW Marriott Hanoi,21.0078042,105.7826291,Hotel
Nam Tu Liem,21.0173512,105.7613329,InterContinental Hanoi Landmark 72,21.01683586,105.7842974,Hotel
Nam Tu Liem,21.0173512,105.7613329,Công Viên Cầu Giấy (Yên Hoà),21.02933885,105.7899118,Park
Nam Tu Liem,21.0173512,105.7613329,강남면옥,21.018276,105.779562,BBQ Joint
Nam Tu Liem,21.0173512,105.7613329,Pizza 4P,21.034181,105.812777,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,Pizza 4Ps Lotte Hanoi,21.032145,105.813378,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,Noble Moment CF Bingsu A51 Hoàng Ngân,21.00978023,105.8029506,Korean Restaurant
Nam Tu Liem,21.0173512,105.7613329,Novotel Suites Hanoi,21.03028026,105.7854132,Hotel
Nam Tu Liem,21.0173512,105.7613329,Bò tơ Tây Ninh,21.03613335,105.7700335,BBQ Joint
Nam Tu Liem,21.0173512,105.7613329,ssam daak,21.01000075,105.8044589,Asian Restaurant
Nam Tu Liem,21.0173512,105.7613329,JW Cafe,21.00719455,105.7834414,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Executive Lounge @ JW Marriott Hotel Hanoi,21.0071839,105.7832007,Hotel
Nam Tu Liem,21.0173512,105.7613329,Pico Xuân Thuỷ,21.03632202,105.7852039,Shopping Mall
Nam Tu Liem,21.0173512,105.7613329,Lotte Hotel Hanoi,21.03224132,105.8128173,Hotel
Nam Tu Liem,21.0173512,105.7613329,Baek Jeong,21.01595719,105.7781038,BBQ Joint
Nam Tu Liem,21.0173512,105.7613329,Bảo Tàng Dân Tộc Học Việt Nam (Vietnam Museum of Ethnology),21.04051643,105.7981166,Museum
Nam Tu Liem,21.0173512,105.7613329,Công Viên Hòa Bình (Hoa Binh Park),21.06718071,105.78567,Park
Nam Tu Liem,21.0173512,105.7613329,Nhất Ly,21.01045729,105.825109,Hotpot Restaurant
Nam Tu Liem,21.0173512,105.7613329,Crystal Jade Palace,21.00702538,105.7834651,Cantonese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Nhật Cường Mobile,20.99134871,105.8031824,Mobile Phone Store
Nam Tu Liem,21.0173512,105.7613329,Spices Taste Of India,21.006725,105.80408,Indian Restaurant
Nam Tu Liem,21.0173512,105.7613329,Sky Walk Lotte Centre,21.03213124,105.8124281,Scenic Lookout
Nam Tu Liem,21.0173512,105.7613329,Quan An Ngon 25T2 Hoang Dao Thuy,21.00689785,105.8018639,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,UMA,21.01746659,105.7781872,Furniture and Home Store
Nam Tu Liem,21.0173512,105.7613329,Pepe la Poule,21.05567703,105.8212862,French Restaurant
Nam Tu Liem,21.0173512,105.7613329,The Lounge,21.00732523,105.7834743,Hotel Bar
Nam Tu Liem,21.0173512,105.7613329,Văn Miếu Quốc Tử Giám (Temple of Literature) (Văn Miếu Quốc Tử Giám),21.02870741,105.8360046,Confucian Temple
Nam Tu Liem,21.0173512,105.7613329,Hotel La Siesta Trendy,21.03224444,105.8457272,Hotel
Nam Tu Liem,21.0173512,105.7613329,Standing Bar,21.04696431,105.8402007,Beer Bar
Nam Tu Liem,21.0173512,105.7613329,The Fat Pig (Con Heo Béo),21.06053486,105.82731,BBQ Joint
Nam Tu Liem,21.0173512,105.7613329,Anita's Cantina,21.065331,105.8223,Mexican Restaurant
Nam Tu Liem,21.0173512,105.7613329,HC Home Center,21.068578,105.78565,Electronics Store
Nam Tu Liem,21.0173512,105.7613329,Joma Bakery Café,21.03446908,105.8141427,Café
Nam Tu Liem,21.0173512,105.7613329,Meat Plus B1 Nguyễn Thị Thập,21.007954,105.803705,Korean Restaurant
Nam Tu Liem,21.0173512,105.7613329,Hue Restaurant,21.03295852,105.8085001,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,The Railway Cafe,21.02941903,105.8431118,Café
Nam Tu Liem,21.0173512,105.7613329,Yakushi Center for Holistic Health,21.0614743,105.8319556,Massage Clinic
Nam Tu Liem,21.0173512,105.7613329,Crowne Plaza West Hanoi,21.02749946,105.7674441,Hotel
Nam Tu Liem,21.0173512,105.7613329,Apricot Boutique Hotel,21.028105,105.85093,Hotel
Nam Tu Liem,21.0173512,105.7613329,Grand Plaza Hanoi Hotel,21.0080871,105.796658,Hotel
Nam Tu Liem,21.0173512,105.7613329,Pizza 4P's,21.02974552,105.8489557,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,DWok,21.01787869,105.7802303,Malay Restaurant
Nam Tu Liem,21.0173512,105.7613329,Hong Hoai Restaurant,21.033757,105.847427,Asian Restaurant
Nam Tu Liem,21.0173512,105.7613329,InterContinental Hanoi Westlake,21.058378,105.83178,Hotel
Nam Tu Liem,21.0173512,105.7613329,Chả Cá Thăng Long,21.033208,105.846044,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Pizza 4P,21.02514062,105.854438,Italian Restaurant
Nam Tu Liem,21.0173512,105.7613329,Sofitel Legend Metropole Hanoi,21.0259859,105.8556869,Hotel
Nam Tu Liem,21.0173512,105.7613329,Phở Gia Truyền Bát Đàn,21.0337111,105.8464615,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Maison Marou Hanoi,21.02191169,105.8498236,Chocolate Store
Nam Tu Liem,21.0173512,105.7613329,Dream Beans Coffee,21.029088,105.848596,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Bánh Mì 25,21.03616703,105.8486871,Sandwich Spot
Nam Tu Liem,21.0173512,105.7613329,Highlands Coffee,21.01475433,105.7769829,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,La Siesta Hotel,21.03427457,105.853351,Hotel
Nam Tu Liem,21.0173512,105.7613329,Bánh Cuốn Thanh Trì Bà Hoành,21.01342011,105.8497082,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Apron Up Restaurant,21.03402339,105.8473036,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Duong's 2 Restaurant & Cooking Class,21.03410845,105.8534968,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,French Grill,21.00661723,105.782775,French Restaurant
Nam Tu Liem,21.0173512,105.7613329,CGV Cinemas Hồ Gươm Plaza,20.96129273,105.7821779,Movie Theater
Nam Tu Liem,21.0173512,105.7613329,HOME Hanoi Restaurant,21.04546233,105.8424943,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Cộng Càphê,21.03516553,105.853395,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Orchid Cooking Class & Restaurant,21.03387409,105.8532701,Culinary School
Nam Tu Liem,21.0173512,105.7613329,Bún Chả Hàng Quạt,21.03252245,105.8488068,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Cộng Càphê,21.02892649,105.8494596,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Tranquil Books & Coffee,21.03249147,105.8456909,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Phở 10 Lý Quốc Sư,21.030473,105.848801,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Orchids Spa,21.02943437,105.8504335,Spa
Nam Tu Liem,21.0173512,105.7613329,Bún Chả Nem Rán 41 Cửa Đông,21.03462917,105.8458793,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,CGV Cinemas Hà Nội Centerpoint,21.00413263,105.805027,Movie Theater
Nam Tu Liem,21.0173512,105.7613329,VietClimb,21.05580725,105.8413735,Climbing Gym
Nam Tu Liem,21.0173512,105.7613329,Sunkat’s Burgers,21.055584,105.835629,Burger Joint
Nam Tu Liem,21.0173512,105.7613329,Thịt Xiên Rau Câu Phương Mai,21.00296509,105.8350584,BBQ Joint
Nam Tu Liem,21.0173512,105.7613329,Starbucks Reserve Nhà Thờ,21.02916166,105.8502215,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Cafe Giảng,21.03353678,105.8546951,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Bun Cha Ta,21.03437342,105.8543823,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Lotte Cinema,20.96438287,105.7716416,Movie Theater
Nam Tu Liem,21.0173512,105.7613329,BHD Star Cineplex Vincom Phạm Ngọc Thạch,21.00654079,105.8319923,Movie Theater
Nam Tu Liem,21.0173512,105.7613329,Cộng Càphê 54 Hàng Điếu (Hàng Nón),21.03261866,105.8468432,Café
Nam Tu Liem,21.0173512,105.7613329,Starbucks,21.06673531,105.8263386,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Hotel de L'Opera,21.02457239,105.8557538,Hotel
Nam Tu Liem,21.0173512,105.7613329,Chùa Trấn Quốc,21.04791766,105.8370998,Buddhist Temple
Nam Tu Liem,21.0173512,105.7613329,Meliã,21.024107,105.84907,Hotel
Nam Tu Liem,21.0173512,105.7613329,Nhạc Cafe - Music Cafe,21.0324653,105.855285,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Cafe Đinh,21.03188184,105.852163,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,The Lapis Hotel,21.01976967,105.8559334,Hotel
Nam Tu Liem,21.0173512,105.7613329,Hanoi La Selva Hotel,21.03137364,105.8548863,Hotel
Nam Tu Liem,21.0173512,105.7613329,L'Espace - Institut Français de Hanoï (Trung Tâm Văn Hóa Pháp tại Hà Nội),21.02466826,105.8558318,Cultural Center
Nam Tu Liem,21.0173512,105.7613329,Aquarius Legend Hotel,21.03232458,105.854457,Hotel
Nam Tu Liem,21.0173512,105.7613329,Ding Tea,21.01130867,105.8005371,Bubble Tea Shop
Nam Tu Liem,21.0173512,105.7613329,Đền Quán Thánh,21.04302366,105.8363946,Temple
Nam Tu Liem,21.0173512,105.7613329,Hidden Gem Coffee,21.03376,105.85514,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Quan An Ngon 18 Phan Boi Chau,21.02640465,105.8434518,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,Hoa 10 giờ Floral & Book Café,21.03067727,105.8561435,Café
Nam Tu Liem,21.0173512,105.7613329,An Cafe,21.02981,105.84776,Café
Nam Tu Liem,21.0173512,105.7613329,Bún Chả Hương Liên,21.01793187,105.853913,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,myway hotel,21.03173369,105.7819843,Hotel
Nam Tu Liem,21.0173512,105.7613329,Hương Sen II,21.00846096,105.8189818,Spa
Nam Tu Liem,21.0173512,105.7613329,O'Gallery Premier Hotel & Spa,21.02967485,105.8458894,Hotel
Nam Tu Liem,21.0173512,105.7613329,Pizza 4Ps 11B Bảo Khánh,21.03106,105.850146,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,Starbucks Coffee Vincom Center Phạm Ngọc Thạch,21.00639362,105.8316375,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,The Note Coffee,21.03158263,105.8511748,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Starbucks (Starbucks Nguyễn Tuân),20.9994662,105.801934,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Công Viên Thống Nhất (Reunification Park),21.015848,105.8440663,Park
Nam Tu Liem,21.0173512,105.7613329,Lackah,21.02755293,105.7672834,Buffet
Nam Tu Liem,21.0173512,105.7613329,Cộng Càphê,21.03350388,105.8381893,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Sân Vận Động Quốc Gia Mỹ Đình (My Dinh National Stadium) (Sân Vận Động Quốc Gia Mỹ Đình),21.02043066,105.7638574,Stadium
Nam Tu Liem,21.0173512,105.7613329,Phở Cuốn 31,21.04598598,105.8409496,Vietnamese Restaurant
Nam Tu Liem,21.0173512,105.7613329,King Roti,21.03242085,105.8506454,Bakery
Nam Tu Liem,21.0173512,105.7613329,VinMart Royal City,21.0031414,105.816424,Market
Nam Tu Liem,21.0173512,105.7613329,Sheraton Hanoi Hotel,21.05989464,105.8316567,Hotel
Nam Tu Liem,21.0173512,105.7613329,Acid8 Coffee 34 Hạ Hồi,21.02102,105.846855,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,Paris Gâteaux,21.00686368,105.8035054,Bakery
Nam Tu Liem,21.0173512,105.7613329,Starbucks Vincom Trần Duy Hưng,21.00703831,105.7957113,Coffee Shop
Nam Tu Liem,21.0173512,105.7613329,McDonald's,21.02539134,105.8531895,Fast Food Restaurant
Nam Tu Liem,21.0173512,105.7613329,Phở Sướng,21.033548,105.852135,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Đền Ngọc Sơn,21.03055064,105.8524582,Temple
Nam Tu Liem,21.0173512,105.7613329,Bún Chả Đắc Kim,21.03224144,105.84814,Noodle Restaurant
Nam Tu Liem,21.0173512,105.7613329,Pizza Hut,21.00667904,105.7928586,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,Angelina - Italian Restaurant & Lounge,21.025802,105.856388,Lounge
Nam Tu Liem,21.0173512,105.7613329,Tous les Jours,21.00778475,105.792618,Bakery
Nam Tu Liem,21.0173512,105.7613329,Cowboy Jack's,21.00584398,105.8232076,Pizzeria
Nam Tu Liem,21.0173512,105.7613329,Marvellous Hotel & Spa,21.03134026,105.8471058,Hotel
Nam Tu Liem,21.0173512,105.7613329,CGV Cinemas MIPEC Tower,21.00539439,105.8239404,Movie Theater
Nam Tu Liem,21.0173512,105.7613329,Cau Go Restaurant,21.031994,105.85189,Vietnamese Restaurant
